"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
1.38347921049206,-0.133316124481085,-1.57918503868164,0.306440660451155,-0.335023747241537,-2.79736512438188,1.27999706232921,-1.00596750078105,-1.13013952512367,-0.594459812758267,1.79049476256789,1.02512528669783,0.110004705690674,0.495649820219501,-1.02021021973596,-2.29607158326623,-1.80042991467272,0.0537951050287409,-0.294476048529524,1.16310894818377,-0.922135021826906,-0.0574525739820125,1.41634143485848,0.172832277745282,0.0712224365626523,-0.141808656570536,-0.685661664496834,0.25057806717021,2.32505849371513,1.37095844714667
0.480329786605248,0.608093303936153,1.22570755541401,-2.11025004863245,-0.815996059476927,1.23395149173067,-1.07598461154691,-0.173503936316657,0.137891615986931,-0.215840017427682,-0.262392187045173,-1.44915517122676,-0.740587317530066,0.51858745876652,-0.754167090539836,0.00465424393287542,-0.106430450254887,0.753430747488875,0.464052515009888,-0.190234643523887,-0.4958172708086,-0.249035404203024,0.557233985013166,-1.27296365461163,0.97029002598341,-0.813898073869445,-0.79271446858291,-0.277924049161014,0.524122181151092,-0.564698171396089
0.445613747035921,1.02327103261519,-1.1085412220667,-0.0423376102987035,-0.107521846688636,0.249774589015186,-0.0744015087283979,-1.03556645614986,1.45850662808193,0.0838209271481852,-1.29741610390757,1.41747467303985,-0.510655003164242,-0.422202884335412,-1.22566787811365,-1.61634089171873,1.83346778219836,0.249850482859591,-1.53705786488134,-0.289455800744243,-3.11046225787612,-1.52416210985653,0.981241313239497,-0.867895426304398,0.310035251634959,-0.325540589312666,-0.407004152261873,-1.72473573426284,0.970733416408591,0.363128411337339
0.673605168161608,0.00729782166137437,-0.0758359519236795,1.38988921838718,-1.12919470970066,-1.84156683743781,0.199278277408831,0.00623315567648583,-0.781763314042817,0.538968121680618,0.618388135016312,-1.03530032484005,-0.912366024338072,0.863112811422716,-1.01690496475607,1.73312927994601,1.02390072873188,-0.444104837153875,0.986154174910774,-0.398845783068108,-0.692760588154502,0.463591034324758,-0.586182859025881,0.626321105019614,-0.139548562486308,0.378157397165477,-1.14867061145898,-2.00670494385569,0.376973397152614,0.63286260496104
0.0486515907208836,0.617537943207338,-1.17099257259871,0.225453151936385,0.60593566045942,0.223907494881984,-1.45896018712369,-1.86439552754462,1.43137085324562,0.764907724089583,-0.291821575984844,0.0853323179089133,-1.29296799063536,-0.77792222397266,1.72199550261247,-0.673676860802594,-0.00428592667880493,-0.0502701566894543,0.63022214900565,0.709242563582347,0.298901175659299,-1.18762072639152,0.939170575553912,-0.105630641120218,-0.326311134226136,-1.994485362048,1.11576046554672,-1.29180833046846,-0.995933396542156,0.404268323140999
-0.506354392072123,0.415037681849784,-1.35312363777622,0.199848912530808,-0.154599524620966,1.1992775722174,-0.660771789623029,-0.962041261548643,0.381126040525687,-0.0786741917547377,-0.301111037329827,0.245068307617246,0.905111321409928,0.147913267697822,2.99988878380276,-0.094417675292255,2.27991293901181,-0.467779182704727,0.0573438114517035,-1.62264727332161,-0.0686729661726017,0.494064211884952,-0.0647010527510453,-0.256321432943831,-0.118809506845105,-0.999356693242897,-0.879456778170003,0.365838228483296,-0.597482913048045,-0.106124516091484
0.62707673043715,-0.177804444748977,1.19877845338495,0.343518750338532,0.221062108513332,0.737238119579495,0.00457093752543946,-0.247148059684839,-1.03013219320838,0.448417030593967,-0.729453358378408,1.08488196538858,0.56746924942942,0.291443402851548,2.50317248342828,-0.839404140536249,0.123452166848072,-2.63057717039813,-0.381605463321298,0.771784454597905,-0.868379893695248,-0.793552283251921,-0.254425206969535,-0.718732416592086,0.893558893245563,0.283822423134089,1.27932293753161,-0.152203253908431,0.165251423080152,1.51152199743894
0.433357660937863,-1.15838408692282,-0.970090583472117,-0.366685583809031,1.36941523595122,0.176441485283149,-0.132941949823239,0.818313605609825,0.564989312040998,1.88326534460478,-1.53251282350371,2.17262956368695,1.95645260358504,-0.870592392531616,0.4696137872779,-0.238736510852746,-0.144079126106904,0.24617735632695,-0.633186757768021,-1.28797418826606,-0.668142893953835,-0.55027364718983,-0.866952730365359,-2.02013711395902,0.211114510660006,-1.10119397684316,-1.45427725484716,-0.734094090076209,-2.92847717857757,-0.0946590384130976
1.17014680657843,-0.855158330798653,-0.729520251345634,1.97990431761343,2.23219537591663,-0.172751326615787,0.228990145879259,2.62157913057257,-0.0321600717726731,0.505845897563812,-1.22922940635021,0.448574627043928,1.40303868337846,0.407185801302493,1.17924365152284,0.0198315393913764,-1.31849156262705,-0.664574583164495,-0.0679129714689343,0.891575880999414,0.169412562040907,-0.37831681225262,-2.20755681026646,0.389613011526456,-0.488779793835391,0.983346982359529,0.84222876919352,-0.781972056981591,-0.847914226578549,2.01842371387704
-0.42865206194094,-0.110401207780792,0.969823775466384,0.0840680417357847,-0.60134457050291,-0.727912092825042,0.722463902253697,-0.23035250451495,-0.431790889477678,-0.375164619438946,0.00586695848745446,-1.29749592418531,-0.251039761295934,-0.0720134782063467,0.402744406081915,-0.0749545310688586,3.28144323254992,-1.98336624217964,1.9219290104778,-0.177833431545929,0.0725108749604327,-1.4632046382073,-0.915434451420519,-2.39199218106854,-0.220371925105047,-1.01662540554706,-0.603215007812732,0.551567034812709,0.798584512223446,-0.062714099052421
0.554901430887267,-1.16608754789019,-0.0626291834869606,0.780850708230104,0.560144354386071,-0.575215015577106,1.04855802807288,-0.409794102204172,0.640347502829506,-0.0294078745936748,-1.29846996408565,1.11561089355419,-0.716077350180925,-0.441539340977888,0.503450208638303,-1.11783988147577,-0.763539344154646,1.76638424508503,0.229862578709867,1.70440468358434,-2.19836612854694,1.04649691228674,-0.244963878013152,1.06256584817741,-2.29624578010251,-0.863907495138643,0.131555027342539,-1.61084098443007,-0.298455987965219,1.30486965422349
